;truth_id;detection_id;stamp_sec;frame_nb;occlusion_severity;undetected;truth_width;truth_height;det_width;det_height;truth_box;det_box
0;779;779;1628506192;0;0,12769953051643373;no;0,0234375;0,05916666666666667;0,0234375;0,059166666120290756;[0.023333333333333334, 0.0825, 0.7911458333333333, 0.8145833333333333];[0.023333333333333334, 0.0825, 0.7911458333333333, 0.8145833333333333]
1;578;578;1628506192;0;0,12769953051643373;no;0,039583333333333415;0,0825;0,03958333283662796;0,08250000327825546;[0.025833333333333333, 0.10833333333333334, 0.8114583333333333, 0.8510416666666667];[0.025833333333333333, 0.10833333333333334, 0.8114583333333333, 0.8510416666666667]
2;729;729;1628506192;0;0,3043478260869564;no;0,022395833333333393;0,019166666666666665;0,02239583246409893;0,019166667014360428;[0.19333333333333333, 0.2125, 0.7229166666666667, 0.7453125];[0.19333333333333333, 0.2125, 0.7229166666666667, 0.7453125]
3;677;677;1628506192;0;0,3043478260869564;no;0,04999999999999993;0,06916666666666665;0,05000000074505806;0,06916666775941849;[0.20666666666666667, 0.2758333333333333, 0.70625, 0.75625];[0.20666666666666667, 0.2758333333333333, 0.70625, 0.75625]
4;769;769;1628506192;0;0,1298701298701301;no;0,021875000000000033;0,02750000000000001;0,02187499962747097;0,027499999850988388;[0.06833333333333333, 0.09583333333333334, 0.47291666666666665, 0.4947916666666667];[0.06833333333333333, 0.09583333333333334, 0.47291666666666665, 0.4947916666666667]
5;775;775;1628506192;0;0,1298701298701301;no;0,024999999999999967;0,03;0,02500000037252903;0,029999999329447746;[0.0875, 0.1175, 0.48541666666666666, 0.5104166666666666];[0.0875, 0.1175, 0.48541666666666666, 0.5104166666666666]
6;508;508;1628506192;0;0,6666666666666667;no;0,029687499999999978;0,05499999999999999;0,01354166679084301;0,054999999701976776;[0.05, 0.105, 0.7192708333333333, 0.7489583333333333];[0.05, 0.105, 0.7192708333333333, 0.7489583333333333]
7;506;506;1628506192;0;0,6666666666666667;no;0,038541666666666696;0,07833333333333332;0,03854166716337204;0,07833333313465118;[0.0475, 0.12583333333333332, 0.7291666666666666, 0.7677083333333333];[0.0475, 0.12583333333333332, 0.7291666666666666, 0.7677083333333333]
8;332;332;1628506192;0;0,11846153846153856;no;0,04062500000000002;0,0625;0,04062499850988388;0,0625;[0.0025, 0.065, 0.7505208333333333, 0.7911458333333333];[0.0025, 0.065, 0.7505208333333333, 0.7911458333333333]
9;506;506;1628506192;0;0,11846153846153856;no;0,038541666666666696;0,07833333333333332;0,03854166716337204;0,07833333313465118;[0.0475, 0.12583333333333332, 0.7291666666666666, 0.7677083333333333];[0.0475, 0.12583333333333332, 0.7291666666666666, 0.7677083333333333]
