;truth_id;detection_id;stamp_sec;frame_nb;occlusion_severity;merged_or_truncated;truth_width;truth_height;det_width;det_height;truth_box;det_box
0;34;34;1628506169;5;0,7336155898387655;merged;0,12708333333333333;0,25;0,12708333134651184;0,2591666579246521;[0.2658333333333333, 0.46, 0.2833333333333333, 0.36041666666666666];[0.3083333373069763, 0.5674999952316284, 0.28854165971279144, 0.4156249910593033, 0.0, 0.0]
1;34;34;1628506169;6;0,7239221931520875;merged;0,13177083333333334;0,2475;0,13177083432674408;0,2566666603088379;[0.26666666666666666, 0.4633333333333333, 0.2828125, 0.36041666666666666];[0.31166666746139526, 0.5683333277702332, 0.2838541641831398, 0.4156249985098839, 0.0, 0.0]
2;4;4;1628506169;7;0,3421052631578924;truncated;0,04791666666666666;0,07166666666666668;0,04114583507180214;0,04916666820645332;[0.23416666666666666, 0.275, 0.2765625, 0.29635416666666664];[0.22916666232049465, 0.278333330526948, 0.29427082650363445, 0.3354166615754366, 0.0, 0.0]
3;34;34;1628506169;7;0,19576535925026042;merged;0,12864583333333335;0,25833333333333336;0,12864583730697632;0,25833332538604736;[0.2783333333333333, 0.33416666666666667, 0.3927083333333333, 0.4375];[0.3149999976158142, 0.5733333230018616, 0.28854167461395264, 0.41718751192092896, 0.0, 0.0]
4;4;4;1628506169;9;0,34883720930232553;truncated;0,04791666666666666;0,08833333333333335;0,04114583507180214;0,04833333194255829;[0.235, 0.2775, 0.275, 0.29739583333333336];[0.23083332926034927, 0.27916666120290756, 0.29427082650363445, 0.3354166615754366, 0.0, 0.0]
5;3;3;1628506169;9;0,11673506611947204;truncated;0,08125000000000004;0,1875;0,07500000298023224;0,07000000029802322;[0.235, 0.2775, 0.275, 0.29739583333333336];[0.2683333419263363, 0.3383333422243595, 0.28958331793546677, 0.364583320915699, 0.0, 0.0]
6;34;34;1628506169;9;0,17195896433805538;merged;0,1296875;0,2625;0,1302083283662796;0,26249998807907104;[0.2808333333333333, 0.3383333333333333, 0.3932291666666667, 0.4395833333333333];[0.32083332538604736, 0.5833333134651184, 0.28854166716337204, 0.41874999552965164, 0.0, 0.0]
7;4;4;1628506170;12;0,3124999999999997;truncated;0,04791666666666666;0,0966666666666667;0,0416666679084301;0,050833333283662796;[0.2375, 0.2816666666666667, 0.27239583333333334, 0.29739583333333336];[0.23166665993630886, 0.28249999321997166, 0.29427082277834415, 0.33593749068677425, 0.0, 0.0]
8;34;34;1628506170;12;0,6367521367521366;merged;0,13177083333333328;0,2558333333333333;0,13177083432674408;0,27166667580604553;[0.3333333333333333, 0.5891666666666666, 0.28958333333333336, 0.42135416666666664];[0.325833335518837, 0.5975000113248825, 0.2901041582226753, 0.4218749925494194, 0.0, 0.0]
9;3;3;1628506170;13;0,10292022792022774;truncated;0,07708333333333334;0,10999999999999999;0,07708333432674408;0,06916666775941849;[0.27, 0.38, 0.2890625, 0.36614583333333334];[0.27916666492819786, 0.34833333268761635, 0.2890625074505806, 0.3661458417773247, 0.0, 0.0]
10;4;4;1628506170;13;0,5754716981132076;truncated;0,04791666666666666;0,08833333333333335;0,04062499850988388;0,050833333283662796;[0.27, 0.38, 0.2890625, 0.36614583333333334];[0.23333332501351833, 0.28416665829718113, 0.295312512665987, 0.3359375111758709, 0.0, 0.0]
